age,gender,country,self_employed,family_history,treatment,work_interfere,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_concequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
37,male,United Kingdom,0,Yes,1,Rarely,Never,0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Maybe,No,Yes,No,No
22,other,United States of America,0,Yes,1,Sometimes,Never,0,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,Maybe,No,Yes,No
30,male,United States of America,0,Yes,1,Sometimes,Never,1,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,No,Yes,I don't know,No
37,male,United States of America,0,Yes,0,Not applicable to me,Never,0,Yes,No,No,Yes,I don't know,I don't know,Maybe,Maybe,Maybe,Yes,No,Maybe,No,No
28,male,Poland,0,I don't know,1,Often,Never,1,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
24,female,United States of America,0,Yes,1,Sometimes,Never,0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,No,No,Maybe,I don't know,No
41,male,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,No,No,No,No,Yes
43,male,United Kingdom,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Yes,,
30,male,United States of America,1,Yes,1,Rarely,Always,,,,,,,,,,,,Maybe,Yes,,
25,female,United States of America,1,I don't know,1,Often,Always,,,,,,,,,,,,No,No,,
38,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
37,male,Czech Republic,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,No,,
34,male,United States of America,1,Yes,0,Rarely,Sometimes,,,,,,,,,,,,No,Maybe,,
28,male,Lithuania,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Yes,,
32,male,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Yes,,
43,male,United Kingdom,1,Yes,1,Not applicable to me,Sometimes,,,,,,,,,,,,Yes,Yes,,
31,male,Netherlands,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
29,male,Venezuela,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
38,male,United Kingdom,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
35,male,Netherlands,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
39,male,Poland,1,No,1,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
19,male,France,1,I don't know,0,Not applicable to me,Never,,,,,,,,,,,,No,No,,
39,male,Canada,1,Yes,1,Never,Sometimes,,,,,,,,,,,,No,Maybe,,
36,male,France,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
30,male,United States of America,1,I don't know,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Yes,,
39,male,Netherlands,1,Yes,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
31,male,United States of America,1,No,1,Often,Always,,,,,,,,,,,,No,Maybe,,
30,male,Denmark,1,I don't know,1,Rarely,Never,,,,,,,,,,,,Yes,Yes,,
22,male,Czech Republic,1,Yes,1,Never,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
37,female,Belgium,1,Yes,0,Sometimes,Always,,,,,,,,,,,,Yes,Maybe,,
30,male,Netherlands,1,No,1,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
48,female,United States of America,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
55,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
38,male,Netherlands,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Yes,Yes,,
40,male,Germany,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
40,male,United States of America,1,I don't know,0,Rarely,Always,,,,,,,,,,,,Maybe,Maybe,,
50,female,United States of America,1,No,1,Sometimes,Always,,,,,,,,,,,,No,No,,
31,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,Maybe,,
25,male,Netherlands,1,I don't know,0,Sometimes,Always,,,,,,,,,,,,Yes,Yes,,
28,male,Belgium,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
48,male,United Kingdom,1,No,1,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
38,male,United Kingdom,1,Yes,1,Often,Always,,,,,,,,,,,,Maybe,Yes,,
34,male,France,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
29,male,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
35,female,United Kingdom,1,Yes,1,Rarely,Always,,,,,,,,,,,,No,Yes,,
33,male,Germany,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
29,male,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,No,,
44,male,United Kingdom,1,Yes,0,Sometimes,Never,,,,,,,,,,,,No,Maybe,,
49,male,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Yes,,
41,male,Germany,1,Yes,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
34,male,United Kingdom,1,I don't know,1,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
34,male,United Kingdom,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
57,female,Australia,1,Yes,1,Often,Always,,,,,,,,,,,,No,Maybe,,
63,male,Canada,1,No,1,Often,Always,,,,,,,,,,,,No,Maybe,,
46,male,Australia,1,Yes,1,Often,Always,,,,,,,,,,,,Maybe,Yes,,
35,male,United Kingdom,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
35,female,United States of America,1,Yes,1,Rarely,Always,,,,,,,,,,,,No,Yes,,
37,male,Netherlands,1,No,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
29,male,Sweden,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
25,male,United States of America,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
39,male,Denmark,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Yes,Yes,,
36,male,United States of America,1,Yes,1,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
43,male,Netherlands,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
29,male,United Kingdom,1,No,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
34,male,Finland,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,No,Maybe,,
26,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Yes,Maybe,,
41,male,United States of America,1,No,0,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
38,female,United States of America,1,Yes,1,Not applicable to me,Always,,,,,,,,,,,,Maybe,Yes,,
33,male,Netherlands,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
42,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,No,,
31,female,United States of America,1,Yes,1,Rarely,Always,,,,,,,,,,,,Maybe,Yes,,
30,male,United States of America,1,I don't know,0,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
32,male,Switzerland,1,No,1,Rarely,Always,,,,,,,,,,,,No,Maybe,,
27,female,United Kingdom,1,Yes,1,Sometimes,Never,,,,,,,,,,,,No,Maybe,,
27,male,Netherlands,1,I don't know,1,Never,Always,,,,,,,,,,,,No,No,,
35,male,United States of America,1,Yes,1,Rarely,Always,,,,,,,,,,,,Maybe,Maybe,,
27,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
34,male,Canada,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
38,male,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,Maybe,,
55,male,United States of America,1,I don't know,1,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
28,male,Costa Rica,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
40,male,Germany,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
30,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
27,male,Netherlands,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,Maybe,,
43,male,United States of America,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,Yes,,
50,male,United States of America,1,Yes,0,Sometimes,Always,,,,,,,,,,,,No,Maybe,,
38,male,India,1,Yes,1,Often,Sometimes,,,,,,,,,,,,No,No,,
38,male,Ireland,1,No,1,Never,Sometimes,,,,,,,,,,,,Yes,Yes,,
33,male,Australia,1,Yes,0,Rarely,Sometimes,,,,,,,,,,,,Maybe,No,,
50,male,Australia,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
44,female,New Zealand,1,Yes,1,Never,Always,,,,,,,,,,,,No,Maybe,,
28,male,United States of America,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
29,male,Lithuania,1,No,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Yes,,
54,female,Canada,1,Yes,1,Rarely,Always,,,,,,,,,,,,Maybe,Maybe,,
61,female,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
37,male,United States of America,1,No,0,Rarely,Always,,,,,,,,,,,,No,No,,
28,male,United Kingdom,1,No,0,Rarely,Always,,,,,,,,,,,,No,Maybe,,
22,male,Spain,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
35,male,United Kingdom,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
39,male,Australia,1,No,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
34,male,Germany,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
30,male,United States of America,1,Yes,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
30,male,United Kingdom,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Yes,,
30,male,Poland,1,Yes,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
44,male,Austria,1,I don't know,1,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
39,male,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
41,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
48,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
40,male,Algeria,1,Yes,1,Often,Sometimes,,,,,,,,,,,,No,No,,
28,male,Netherlands,1,Yes,1,Often,Sometimes,,,,,,,,,,,,Maybe,Yes,,
33,male,United States of America,1,No,1,Never,Always,,,,,,,,,,,,No,Maybe,,
40,male,United States of America,1,No,1,Not applicable to me,Always,,,,,,,,,,,,No,No,,
54,male,United Kingdom,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,Yes,,
34,male,United States of America,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
43,female,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
34,male,United Kingdom,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Yes,,
55,male,United States of America,1,No,0,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
46,male,United Kingdom,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
52,female,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
46,male,Sweden,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
26,female,Canada,1,I don't know,1,Never,Always,,,,,,,,,,,,No,No,,
33,female,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,Maybe,,
36,female,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
42,male,United States of America,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
38,female,United States of America,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
33,male,United States of America,1,I don't know,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
55,female,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
38,male,Bulgaria,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
43,male,Sweden,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
55,female,Germany,1,No,1,Sometimes,Always,,,,,,,,,,,,No,Maybe,,
46,male,United States of America,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
42,male,United States of America,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,Yes,Yes,,
30,male,United Kingdom,1,No,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Yes,,
37,male,United Kingdom,1,Yes,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
42,male,Netherlands,1,No,1,Often,Always,,,,,,,,,,,,Maybe,Maybe,,
31,female,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Yes,,
46,female,United States of America,1,Yes,1,Sometimes,Never,,,,,,,,,,,,No,Maybe,,
19,male,United States of America,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
31,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
29,female,United States of America,1,Yes,1,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
45,male,Australia,1,No,1,Rarely,Never,,,,,,,,,,,,No,Maybe,,
35,male,Greece,1,I don't know,0,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
32,male,United Kingdom,1,Yes,1,Often,Always,,,,,,,,,,,,No,Maybe,,
44,male,United States of America,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,Yes,,
39,male,Ireland,1,No,1,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
55,female,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
33,female,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
44,male,United Kingdom,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
32,male,Canada,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
31,male,United States of America,1,No,1,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
47,female,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
56,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,No,,
35,male,Canada,1,Yes,0,Rarely,Sometimes,,,,,,,,,,,,No,No,,
45,male,Australia,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
32,other,United States of America,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
44,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
42,male,United Kingdom,1,Yes,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
42,female,United Kingdom,1,I don't know,0,Sometimes,Always,,,,,,,,,,,,No,Maybe,,
51,female,United States of America,1,Yes,1,Never,Sometimes,,,,,,,,,,,,No,Maybe,,
39,male,New Zealand,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
15,male,Canada,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Yes,Maybe,,
27,male,Romania,1,I don't know,0,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
39,female,United Kingdom,1,Yes,1,Rarely,Always,,,,,,,,,,,,No,No,,
35,male,Other,1,No,1,Sometimes,Always,,,,,,,,,,,,Maybe,No,,
35,male,Brunei,1,No,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
25,female,United Kingdom,1,No,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
32,male,United States of America,1,Yes,1,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
25,other,United Kingdom,1,Yes,1,Never,Sometimes,,,,,,,,,,,,No,Maybe,,
35,male,United States of America,1,Yes,0,Never,Always,,,,,,,,,,,,No,Maybe,,
37,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Yes,,
54,female,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
31,male,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Maybe,Yes,,
33,male,United States of America,1,Yes,1,Not applicable to me,Never,,,,,,,,,,,,Maybe,Maybe,,
59,male,United States of America,1,No,1,Sometimes,Always,,,,,,,,,,,,No,No,,
33,male,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
50,male,Germany,1,Yes,0,Rarely,Sometimes,,,,,,,,,,,,Maybe,No,,
50,male,Germany,1,No,0,Often,Sometimes,,,,,,,,,,,,No,No,,
65,female,United States of America,1,No,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
37,male,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Yes,Yes,,
41,female,United States of America,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Yes,,
38,male,United States of America,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,No,Yes,,
37,male,Japan,1,No,1,Rarely,Always,,,,,,,,,,,,Maybe,Maybe,,
31,male,Canada,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
31,male,Sweden,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,No,Maybe,,
31,male,Switzerland,1,Yes,1,Often,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
38,female,United Kingdom,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
29,male,United States of America,1,I don't know,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
63,male,United States of America,1,No,1,Not applicable to me,Always,,,,,,,,,,,,No,No,,
47,female,United States of America,1,No,1,Rarely,Always,,,,,,,,,,,,No,No,,
43,male,Austria,1,Yes,1,Rarely,Always,,,,,,,,,,,,No,Yes,,
43,female,United States of America,1,No,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
46,male,United Kingdom,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
37,female,United States of America,1,No,1,Rarely,Never,,,,,,,,,,,,No,No,,
30,female,United States of America,1,No,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
39,female,France,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
28,male,United Kingdom,1,Yes,1,Often,Always,,,,,,,,,,,,Maybe,Maybe,,
30,male,United Kingdom,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
38,male,United Kingdom,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
54,male,United Kingdom,1,No,0,Not applicable to me,Never,,,,,,,,,,,,No,Yes,,
32,female,United Kingdom,1,I don't know,1,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
29,male,Switzerland,1,Yes,0,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
36,male,Netherlands,1,I don't know,1,Never,Sometimes,,,,,,,,,,,,No,No,,
39,male,United States of America,1,No,1,Never,Always,,,,,,,,,,,,Maybe,Maybe,,
32,male,United States of America,1,I don't know,1,Sometimes,Always,,,,,,,,,,,,No,Maybe,,
38,female,India,1,I don't know,1,Rarely,Sometimes,,,,,,,,,,,,No,No,,
44,female,United States of America,1,Yes,1,Rarely,Always,,,,,,,,,,,,No,Maybe,,
35,male,United States of America,1,No,1,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
40,male,United States of America,1,Yes,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
20,male,United States of America,1,I don't know,1,Sometimes,Sometimes,,,,,,,,,,,,Yes,Yes,,
27,male,Germany,1,No,1,Sometimes,Always,,,,,,,,,,,,Yes,Yes,,
34,male,United Kingdom,1,No,1,Rarely,Always,,,,,,,,,,,,Yes,Yes,,
37,male,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,Yes,,
44,male,United States of America,1,Yes,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
26,male,Canada,1,Yes,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Yes,,
36,male,United Kingdom,1,Yes,1,Sometimes,Never,,,,,,,,,,,,No,Maybe,,
36,female,Ireland,1,No,0,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
47,male,New Zealand,1,No,0,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
51,male,Australia,1,No,1,Rarely,Always,,,,,,,,,,,,Maybe,Yes,,
37,male,Australia,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Maybe,,
54,female,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,No,Yes,,
33,male,Netherlands,1,I don't know,1,Rarely,Never,,,,,,,,,,,,No,No,,
27,male,Canada,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
35,male,Germany,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
56,male,United States of America,1,Yes,1,Often,Sometimes,,,,,,,,,,,,No,Maybe,,
30,male,France,1,I don't know,1,Sometimes,Always,,,,,,,,,,,,Maybe,Yes,,
31,male,Netherlands,1,I don't know,1,Sometimes,Always,,,,,,,,,,,,Maybe,Yes,,
24,other,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
28,male,Romania,1,Yes,1,Often,Always,,,,,,,,,,,,No,No,,
49,male,United States of America,1,I don't know,1,Sometimes,Always,,,,,,,,,,,,No,No,,
43,male,United States of America,1,No,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Yes,,
33,male,United States of America,1,Yes,1,Sometimes,Never,,,,,,,,,,,,No,No,,
21,male,United States of America,1,Yes,0,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
31,male,United Kingdom,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,Yes,,
39,female,Germany,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
30,other,United States of America,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
31,male,United States of America,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
30,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,Yes,,
34,male,Canada,1,I don't know,1,Not applicable to me,Always,,,,,,,,,,,,Maybe,Maybe,,
33,female,United States of America,1,I don't know,1,Rarely,Always,,,,,,,,,,,,No,Maybe,,
42,male,Ireland,1,Yes,1,Rarely,Never,,,,,,,,,,,,No,No,,
26,other,United States of America,1,Yes,1,Rarely,Always,,,,,,,,,,,,No,Maybe,,
35,male,Ireland,1,No,0,Often,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
32,male,United States of America,1,No,1,Not applicable to me,Always,,,,,,,,,,,,No,Maybe,,
22,male,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,Yes,Maybe,,
29,male,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,No,Yes,,
27,female,United States of America,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,No,,
34,male,United Kingdom,1,I don't know,0,Not applicable to me,Sometimes,,,,,,,,,,,,No,No,,
37,female,Canada,1,Yes,0,Not applicable to me,Always,,,,,,,,,,,,No,No,,
49,female,United States of America,1,Yes,1,Sometimes,Always,,,,,,,,,,,,Maybe,Maybe,,
42,male,China,1,No,0,Not applicable to me,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
33,male,United States of America,1,I don't know,1,Sometimes,Always,,,,,,,,,,,,No,No,,
30,female,United Kingdom,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,No,Maybe,,
44,male,United Kingdom,1,Yes,1,Sometimes,Sometimes,,,,,,,,,,,,Maybe,Yes,,
39,male,Switzerland,1,Yes,1,Rarely,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
